repo,repo,instance_id,base_commit,patch_added_lines,patch_deleted_lines,patch_total_changes,patch_net_changes,test_patch_added_lines,test_patch_deleted_lines,test_patch_total_changes,files_changed,has_function_changes,total_added_lines,total_deleted_lines,total_changes,change_type,Checker 0807 (Pass@1 ),,,,Checker 0803 (Pass@1 ),Siada Agent 0724,Siada Agent 0725£¨²î¼¯ÔËÐÐ£©,Siada Agent 0729£¨²î¼¯ÔËÐÐ£©,Siada Agent 0730£¨²î¼¯ÔËÐÐ£©,Siada Agent 0731(pass @1),Checker 0807 (Pass@1 )
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-23913,5c4595267ccd3daf78f5fd05693b7ecbcd575c1e,7,1,8,6,8,0,8,1,FALSE,15,1,16,ä¸»èæ·»å_,1,7,1,8,1,0,1,1,1,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-23964,269c0b94b4fcf8b1135011c1556eac29dc09de15,3,2,5,1,9,0,9,1,FALSE,12,2,14,ä¸»èæ·»å_,1,3,2,5,1,1,1,1,1,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-23987,e98d8d085e8f53ec0467422b326f7738a2dd695e,4,1,5,3,11,0,11,1,FALSE,15,1,16,ä¸»èæ·»å_,1,4,1,5,1,0,0,0,0,0,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-24149,af39f1edffcd828f05cfdd04f2e59506bb4a27bc,8,0,8,8,13,0,13,1,FALSE,21,0,21,ä»_·»_,1,8,0,8,0,1,1,1,1,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-24265,e148998d9bed9d1b53a91587ad48f9bb43c7737f,41,28,69,13,2,0,2,1,TRUE,43,28,71,ä¸»èæ·»å_,0,0,0,0,1,0,0,0,1,0,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-24334,332937997d03e0c173be6d9fc1841e9186e857df,3,0,3,3,11,0,11,1,FALSE,14,0,14,ä»_·»_,0,0,0,0,1,0,0,1,1,1,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-24970,a3011dfd1aaa2487cce8aa7369475533133ef777,11,10,21,1,7,0,7,1,FALSE,18,10,28,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25079,66f7956984cbfc3647e867c6e5fde889a89c64ef,6,2,8,4,5,0,5,1,FALSE,11,2,13,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25311,430fb1db88843300fb4baae3edc499bbfe073b0c,3,1,4,2,9,3,12,1,TRUE,12,4,16,ä¸»èæ·»å_,0,0,0,0,1,0,0,1,1,0,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25332,66ba515e671638971bd11a34cff12c107a437e0b,13,0,13,13,4,0,4,1,TRUE,17,0,17,ä»_·»_,1,13,0,13,1,0,1,1,1,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25433,7eafdd8af3c523c1c77b027d378fb337dd489f18,1,0,1,1,10,0,10,1,FALSE,11,0,11,ä»_·»_,0,0,0,0,1,0,0,0,0,0,0
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25442,73394f2b11321e03a5df199ec0196f27a728b0b0,14,17,31,-3,8,0,8,1,TRUE,22,17,39,ä¸»è___,1,14,17,31,1,0,1,1,1,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-25498,78bf53caacbb5ce0dc7aa73f07a74c99f1ed919b,3,5,8,-2,6,0,6,1,FALSE,9,5,14,ä¸»è___,1,3,5,8,1,0,0,0,0,0,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-26011,00afcc0c6d4d2e4390338127f05b8f4fdb4e7087,7,5,12,2,9,0,9,1,FALSE,16,5,21,ä¸»èæ·»å_,1,7,5,12,0,0,1,1,0,1,1
matplotlib/matplotlib,matplotlib__matplotlib,matplotlib__matplotlib-26020,f6a781f77f5ddf1204c60ca7c544809407d4a807,10,3,13,7,4,0,4,1,FALSE,14,3,17,ä¸»èæ·»å_,1,10,3,13,1,1,1,1,1,1,1
mwaskom/seaborn,mwaskom__seaborn,mwaskom__seaborn-2848,94621cef29f80282436d73e8d2c0aa76dab81273,7,0,7,7,11,0,11,1,FALSE,18,0,18,ä»_·»_,0,0,0,0,0,0,1,1,1,1,0
mwaskom/seaborn,mwaskom__seaborn,mwaskom__seaborn-3010,0f5a013e2cf43562deec3b879458e59a73853813,4,1,5,3,9,0,9,1,FALSE,13,1,14,ä¸»èæ·»å_,1,4,1,5,1,1,1,1,1,1,1
mwaskom/seaborn,mwaskom__seaborn,mwaskom__seaborn-3190,4a9e54962a29c12a8b103d75f838e0e795a6974d,1,1,2,0,6,0,6,1,FALSE,7,1,8,å¹³è¡¡___,0,0,0,0,0,1,1,1,1,0,0
mwaskom/seaborn,mwaskom__seaborn,mwaskom__seaborn-3407,515286e02be3e4c0ff2ef4addb34a53c4a676ee4,2,2,4,0,7,0,7,1,FALSE,9,2,11,å¹³è¡¡___,1,2,2,4,1,1,1,1,1,0,1
pallets/flask,pallets__flask,pallets__flask-4045,d8c37f43724cd9fb0870f77877b7c4c7e38a19e0,10,6,16,4,15,79,94,1,FALSE,25,85,110,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pallets/flask,pallets__flask,pallets__flask-4992,4c288bc97ea371817199908d0d9b12de9dae327e,8,3,11,5,13,2,15,1,FALSE,21,5,26,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pallets/flask,pallets__flask,pallets__flask-5063,182ce3dd15dfa3537391c3efaf9c3ff407d134d4,39,26,65,13,28,23,51,1,FALSE,67,49,116,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
psf/requests,psf__requests,psf__requests-1963,110048f9837f8441ea536804115e80b69f400277,4,1,5,3,61,0,61,1,FALSE,65,1,66,ä¸»èæ·»å_,0,0,0,0,1,0,1,0,0,0,0
psf/requests,psf__requests,psf__requests-2148,fe693c492242ae532211e0c173324f09ca8cf227,4,1,5,3,13,1,14,1,FALSE,17,2,19,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
psf/requests,psf__requests,psf__requests-2317,091991be0da19de9108dbe5e3752917fea3d7fdc,2,2,4,0,5,0,5,1,FALSE,7,2,9,å¹³è¡¡___,,0,0,0,0,0,0,0,0,0,
psf/requests,psf__requests,psf__requests-2674,0be38a0c37c59c4b66ce908731da15b401655113,4,0,4,4,10,0,10,1,FALSE,14,0,14,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
psf/requests,psf__requests,psf__requests-3362,36453b95b13079296776d11b09cab2567ea3e703,12,5,17,7,7,0,7,1,FALSE,19,5,24,ä¸»èæ·»å_,1,12,5,17,0,1,1,1,1,1,1
psf/requests,psf__requests,psf__requests-863,a0df2cbb10419037d11d04352b3175405ab52941,4,2,6,2,34,0,34,1,FALSE,38,2,40,ä¸»èæ·»å_,1,4,2,6,1,0,1,1,1,0,1
pydata/xarray,pydata__xarray,pydata__xarray-3364,863e49066ca4d61c9adfe62aca3bf21b90e1af8c,2,8,10,-6,20,10,30,1,FALSE,22,18,40,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,pydata__xarray,pydata__xarray-4094,a64cf2d5476e7bbda099b34c40b7be1880dbd39a,1,1,2,0,8,0,8,1,FALSE,9,1,10,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,pydata__xarray,pydata__xarray-4248,98dc1f4ea18738492e074e9e51ddfed5cd30ab94,2,0,2,2,39,0,39,1,FALSE,41,0,41,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,pydata__xarray,pydata__xarray-4493,a5f53e203c52a7605d5db799864046471115d04f,10,0,10,10,8,5,13,1,FALSE,18,5,23,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,pydata__xarray,pydata__xarray-5131,e56905889c836c736152b11a7e6117a229715975,1,1,2,0,2,2,4,1,FALSE,3,3,6,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-5859,182cc539b8154c0710fcea7e522267e42eba8899,2,2,4,0,10,0,10,1,FALSE,12,2,14,å¹³è¡¡___,1,2,2,4,1,1,1,1,1,1,1
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-6506,0a4204fd7555cfedd43f43017c94d24ef48244a5,1,2,3,-1,6,5,11,1,FALSE,7,7,14,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-7080,3c5eca2ded3dd2b59ebaf23eb289453b5d2930f0,1,0,1,1,21,0,21,1,FALSE,22,0,22,ä»_·»_,1,1,0,1,0,0,1,0,1,0,1
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-7114,397c1703e8ae6349d33f7b99f45b2ccaf581e666,5,5,10,0,13,0,13,1,FALSE,18,5,23,å¹³è¡¡___,0,0,0,0,1,0,0,0,1,1,0
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-7228,d597f252915ddcaaa15ccdfcb35670152cb83587,11,2,13,9,30,0,30,1,TRUE,41,2,43,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pylint-dev/pylint,pylint-dev__pylint,pylint-dev__pylint-7993,e90702074e68e20dc8e5df5013ee3ecf22139c3e,1,1,2,0,21,7,28,1,FALSE,22,8,30,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-11143,6995257cf470d2143ad1683824962de4071c0eb7,1,0,1,1,14,0,14,1,FALSE,15,0,15,ä»_·»_,1,1,0,1,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-11148,2f7415cfbc4b6ca62f9013f1abd27136f46b9653,2,0,2,2,54,8,62,1,FALSE,56,8,64,ä»_·»_,1,2,0,2,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5103,10ca84ffc56c2dd2d9dc4bd71b7b898e083500cd,25,0,25,25,53,0,53,1,TRUE,78,0,78,ä»_·»_,1,25,0,25,0,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5221,4a2fdce62b73944030cff9b3e52862868ca9584d,6,4,10,2,16,2,18,1,FALSE,22,6,28,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5227,2051e30b9b596e944524ccb787ed20f9f5be93e3,1,1,2,0,7,7,14,1,FALSE,8,8,16,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5413,450d2646233c670654744d3d24330b69895bb9d2,0,7,7,-7,3,11,14,1,TRUE,3,18,21,ä»___,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5495,1aefb24b37c30fba8fd79a744829ca16e252f340,23,2,25,21,21,0,21,1,FALSE,44,2,46,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-5692,29e336bd9bf87eaef8e2683196ee1975f1ad4088,4,0,4,4,26,0,26,1,FALSE,30,0,30,ä»_·»_,1,4,0,4,0,0,0,1,1,0,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-6116,e670ff76cbad80108bde9bab616b66771b8653cf,1,0,1,1,2,2,4,1,FALSE,3,2,5,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-7168,4787fd64a4ca0dba5528b5651bddd254102fe9f3,1,1,2,0,17,0,17,1,FALSE,18,1,19,å¹³è¡¡___,1,1,1,2,1,0,1,1,0,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-7220,56bf819c2f4eaf8b36bd8c42c06bb59d5a3bfc0f,8,2,10,6,27,0,27,1,FALSE,35,2,37,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-7373,7b77fc086aab8b3a8ebc890200371884555eea1e,5,16,21,-11,30,0,30,1,TRUE,35,16,51,ä¸»è___,1,5,16,21,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-7432,e6e300e729dd33956e5448d8be9a0b1540b4e53a,2,1,3,1,25,0,25,1,FALSE,27,1,28,ä¸»èæ·»å_,1,2,1,3,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-7490,7f7a36478abe7dd1fa993b115d22606aa0e35e88,11,10,21,1,28,0,28,1,FALSE,39,10,49,ä¸»èæ·»å_,1,11,10,21,1,1,1,1,1,1,1
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-8365,4964b468c83c06971eb743fbc57cc404f760c573,6,1,7,5,12,0,12,1,FALSE,18,1,19,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-8906,69356d20cfee9a81972dcbf93d8caf9eabe113e8,4,4,8,0,1,1,2,1,FALSE,5,5,10,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
pytest-dev/pytest,pytest-dev__pytest,pytest-dev__pytest-9359,e2ee3144ed6e241dea8d96215fcdca18b3892551,5,0,5,5,13,0,13,1,FALSE,18,0,18,ä»_·»_,0,0,0,0,0,1,1,1,1,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-10297,b90661d6a46aa3619d3eec94d5281f5888add501,20,14,34,6,31,7,38,1,FALSE,51,21,72,ä¸»èæ·»å_,1,20,14,34,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-10508,c753b77ac49e72ebc0fe5e3c2369fe628f975017,7,0,7,7,15,0,15,1,FALSE,22,0,22,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-10949,3b5abf76597ce6aff76192869f92647c1b5259e7,16,0,16,16,33,0,33,1,FALSE,49,0,49,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-11040,96a02f3934952d486589dddd3f00b40d5a5ab5f2,17,0,17,17,16,0,16,1,FALSE,33,0,33,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-11281,4143356c3c51831300789e4fdf795d83716dbab6,28,2,30,26,72,1,73,1,TRUE,100,3,103,ä¸»èæ·»å_,1,28,2,30,0,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-12471,02dc9ed680e7f53f1b0d410dcdd37341c7958eb1,8,1,9,7,17,0,17,1,FALSE,25,1,26,ä¸»èæ·»å_,1,8,1,9,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13142,1c8668b0a021832386470ddf740d834e02c66f69,5,5,10,0,18,0,18,1,FALSE,23,5,28,å¹³è¡¡___,1,5,5,10,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13241,f8b108d0c6f2f82b2dc4e32a6793f9d9ac9cf2f4,5,0,5,5,30,1,31,1,FALSE,35,1,36,ä»_·»_,1,5,0,5,1,1,1,1,1,0,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13439,a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,6,0,6,6,1,0,1,1,TRUE,7,0,7,ä»_·»_,1,6,0,6,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13496,3aefc834dce72e850bff48689bea3c7dff5f3fad,9,1,10,8,22,0,22,1,FALSE,31,1,32,ä¸»èæ·»å_,1,9,1,10,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13497,26f690961a52946dd2f53bf0fdd4264b2ae5be90,8,6,14,2,13,5,18,1,FALSE,21,11,32,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13584,0e3c1879b06d839171b7d0a607d71bbb19a966a9,1,1,2,0,4,0,4,1,FALSE,5,1,6,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-13779,b34751b7ed02b2cfcc36037fb729d4360480a299,2,0,2,2,24,0,24,1,FALSE,26,0,26,ä»_·»_,1,2,0,2,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-14087,a5743ed36fbd3fbc8e351bdab16561fbfca7dfa1,6,3,9,3,8,4,12,1,FALSE,14,7,21,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-14092,df7dd8391148a873d157328a4f0328528a0c4ed9,6,4,10,2,15,1,16,1,FALSE,21,5,26,ä¸»èæ·»å_,1,6,4,10,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-14894,fdbaa58acbead5a254f2e6d597dc1ab3b947f4c6,8,5,13,3,13,0,13,1,FALSE,21,5,26,ä¸»èæ·»å_,1,8,5,13,0,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-14983,06632c0d185128a53c57ccc73b25b6408e90bb89,5,0,5,5,11,0,11,1,TRUE,16,0,16,ä»_·»_,1,5,0,5,1,1,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-15512,b8a4da8baa1137f173e7035f104067c7d2ffde22,4,1,5,3,8,0,8,1,FALSE,12,1,13,ä¸»èæ·»å_,1,4,1,5,1,1,1,1,1,0,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-15535,70b0ddea992c01df1a41588fa9e2d130fb6b13f8,2,2,4,0,3,1,4,1,FALSE,5,3,8,å¹³è¡¡___,1,2,2,4,1,0,1,1,1,1,1
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-25500,4db04923a754b6a2defa1b172f55d492b85d165e,26,15,41,11,22,0,22,1,TRUE,48,15,63,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-25570,cd25abee0ad0ac95225d4a9be8948eff69f49690,3,1,4,2,29,0,29,1,FALSE,32,1,33,ä¸»èæ·»å_,0,0,0,0,0,1,1,1,1,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-25638,6adb209acd63825affc884abcd85381f148fb1b0,29,6,35,23,70,0,70,1,FALSE,99,6,105,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
scikit-learn/scikit-learn,scikit-learn__scikit-learn,scikit-learn__scikit-learn-25747,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0,1,3,4,-2,33,1,34,1,FALSE,34,4,38,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-10325,7bdc11e87c7d86dcc2a087eccb7a7c129a473415,8,4,12,4,67,0,67,1,TRUE,75,4,79,ä¸»èæ·»å_,0,0,0,0,0,0,1,1,1,1,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-10451,195e911f1dab04b8ddeacbe04b7d214aaf81bb0b,17,3,20,14,101,11,112,1,FALSE,118,14,132,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,1,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-11445,71db08c05197545944949d5aa76cd340e7143627,5,9,14,-4,55,0,55,1,FALSE,60,9,69,ä¸»è___,1,5,9,14,1,1,1,1,1,0,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-7686,752d3285d250bbaf673cff25e83f03f247502021,53,1,54,52,99,3,102,1,TRUE,152,4,156,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-7738,c087d717f6ed183dd422359bf91210dc59689d63,1,1,2,0,21,0,21,1,FALSE,22,1,23,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-7975,4ec6cbe341fd84468c448e20082c778043bbea4b,9,5,14,4,4,2,6,1,TRUE,13,7,20,ä¸»èæ·»å_,1,9,5,14,0,1,1,1,1,1,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8273,88b81a06eb635a1596617f8971fa97a84c069e93,8,2,10,6,7,0,7,1,FALSE,15,2,17,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8282,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,7,3,10,4,48,0,48,1,FALSE,55,3,58,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8435,5d8d6275a54f2c5fb72b82383b5712c22d337634,4,2,6,2,50,0,50,1,FALSE,54,2,56,ä¸»èæ·»å_,1,4,2,6,0,0,1,1,0,1,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8474,3ea1ec84cc610f7a9f4f6b354e264565254923ff,3,2,5,1,4,4,8,1,FALSE,7,6,13,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8506,e4bd3bd3ddd42c6642ff779a4f7381f219655c2c,6,1,7,5,22,0,22,1,FALSE,28,1,29,ä¸»èæ·»å_,0,0,0,0,0,1,1,1,1,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8595,b19bce971e82f2497d67fdacdeca8db08ae0ba56,1,1,2,0,43,0,43,1,FALSE,44,1,45,å¹³è¡¡___,0,0,0,0,0,1,1,1,1,0,0
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8627,332d80ba8433aea41c3709fa52737ede4405072b,7,0,7,7,3,0,3,1,FALSE,10,0,10,ä»_·»_,1,7,0,7,0,1,1,1,1,1,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8713,3ed7590ed411bd93b26098faab4f23619cdb2267,7,1,8,6,9,0,9,1,FALSE,16,1,17,ä¸»èæ·»å_,1,7,1,8,0,1,1,1,1,1,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8721,82ef497a8c88f0f6e50d84520e7276bfbf65025d,4,0,4,4,15,0,15,1,FALSE,19,0,19,ä»_·»_,1,4,0,4,0,0,1,1,1,1,1
sphinx-doc/sphinx,sphinx-doc__sphinx,sphinx-doc__sphinx-8801,7ca279e33aebb60168d35e6be4ed059f4a68f2c1,19,8,27,11,75,0,75,1,FALSE,94,8,102,ä¸»èæ·»å_,1,19,8,27,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-11400,8dcb12a6cf500e8738d6729ab954a261758f49ca,14,0,14,14,22,0,22,1,TRUE,36,0,36,ä»_·»_,0,0,0,0,0,1,1,1,1,0,0
sympy/sympy,sympy__sympy,sympy__sympy-11870,5c2e1f96a7ff562d4a778f4ca9ffc9c81557197e,6,1,7,5,11,1,12,1,TRUE,17,2,19,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-11897,e2918c1205c47345eb73c9be68b14c0f15fdeb17,3,1,4,2,1,1,2,1,FALSE,4,2,6,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-12171,ca6ef27272be31c9dc3753ede9232c39df9a75d8,3,0,3,3,9,1,10,1,TRUE,12,1,13,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-12236,d60497958f6dea7f5e25bc41e9107a6a63694d01,3,3,6,0,17,1,18,1,FALSE,20,4,24,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-12419,479939f8c65c8c2908bbedc959549a257a7c0b0b,6,4,10,2,8,0,8,1,FALSE,14,4,18,ä¸»èæ·»å_,0,0,0,0,0,0,1,0,1,0,0
sympy/sympy,sympy__sympy,sympy__sympy-12454,d3fcdb72bfcbb560eb45264ac1c03f359436edef,2,2,4,0,5,0,5,1,FALSE,7,2,9,å¹³è¡¡___,1,2,2,4,0,0,0,0,1,0,1
sympy/sympy,sympy__sympy,sympy__sympy-12481,c807dfe7569692cad24f02a08477b70c1679a4dd,2,6,8,-4,1,1,2,1,FALSE,3,7,10,ä¸»è___,1,2,6,8,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,8,4,12,4,6,0,6,1,FALSE,14,4,18,ä¸»èæ·»å_,0,0,0,0,0,1,1,1,1,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13043,a3389a25ec84d36f5cf04a4f2562d820f131db64,3,3,6,0,8,8,16,1,FALSE,11,11,22,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13146,b678d8103e48fdb1af335dbf0080b3d5366f2d17,2,6,8,-4,3,0,3,1,FALSE,5,6,11,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13177,662cfb818e865f580e18b59efbb3540c34232beb,2,1,3,1,15,0,15,1,FALSE,17,1,18,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13437,674afc619d7f5c519b6a5393a8b0532a131e57e0,9,0,9,9,8,3,11,1,FALSE,17,3,20,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13471,3546ac7ed78e1780c1a76929864bb33330055740,5,0,5,5,6,0,6,1,FALSE,11,0,11,ä»_·»_,1,5,0,5,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-13480,f57fe3f4b3f2cab225749e1b3b38ae1bf80b62f0,1,1,2,0,2,0,2,1,FALSE,3,1,4,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-13647,67e3c956083d0128a621f65ee86a7dacd4f9f19f,1,1,2,0,8,0,8,1,FALSE,9,1,10,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
